Usuario,Rating,Fecha,Descripcion,Local
MARTIN SALDIVAR,4 estrellas,Hace 5 años,"Buena opción en cremas heladas de calidad y a relativo buen precio, aprovechar los 2x1 que tienen en los tamaños más tradicionales, también disponen de cafetería y pastelería, aunque acotada",Colón 1425
Deivo Cohn,5 estrellas,Hace 6 años,"Es la mejor heladeria de argentina, debido a sus maravillosos helados y su relacion precio calidad. Recomiendo esta heladeria para que todos coman del delicioso helado de la gran heladeria criticada, la heladeria bariloche. Por mas que…",Colón 1425
Martín 1 Mascanfroni,4 estrellas,Hace 2 años,Muy Buena atención y precio acorde a la calidad de los helados. Promos 2x1!!,Colón 1425
Esteban Murphy,5 estrellas,Hace 6 años,"Muy buen lugar, la calidad del helado es excelente, gran variedad de sabores y promociones 2*1!!!",Colón 1425
Emiliano Borioni,1 estrella,Hace 5 años,"Una vergüenza el helado, peor que La grido, el tramontana sabor a crema de leche, el dulce de leche granizado pálido y con chocolate de cobertura berreta, el dulce de leche del kricoreo menos sabor que Cubanito de la peatonal, una lástima…",Colón 1425
Pelatta Ruiz,5 estrellas,Hace 5 años,"A mí criterio el mejor helado de Córdoba Capital. Los sabores de elaboración al agua, son tan deliciosos como los de crema. Cordial atención.",Colón 1425
Brenda Medina,5 estrellas,Hace 6 meses,Los mejores helados del mundo,Colón 1425
sofi villalobos,5 estrellas,Hace 2 años,Helados riquísimos y siempre buena atención. El local super limpio,Colón 1425
ana lia quevedo espel,4 estrellas,Hace 7 años,"Es cálido, aparte de las mesas del salón cuenta con un un hermoso lugar atrás con plantas aire natural con sillones muy cómodos , lugar íntimo para buenas charlas sin ruidos extras",Colón 1425
Williams Beccaria,4 estrellas,Hace un año,"La atención y el producto Excelente,  el espacio para consumir allí, le falta, no es confortable",Colón 1425
Florentina Salort Mendoza,4 estrellas,Hace 3 años,Riquisimos los helados! Seran los mas caros de Cba ?la atencion muy buena.,Colón 1425
Milena Codeiro,4 estrellas,Hace 2 años,Excelente calidad de productos pero un poco alto el precio. Muy ricos !,Colón 1425
Aileen Osenda Marrero,5 estrellas,Hace 6 años,"Muy buen servicio y deliciosos helados, una calidad superior a la mayoría de las heladerías de la ciudad.",Colón 1425
KATHERIN FLORES,5 estrellas,Hace 3 años,Excelente lugar ricos helados y la atencion muy buena.,Colón 1425
Adriana Aballay,5 estrellas,Hace 7 años,Excelente la atención muy rico los helado y la cafetería,Colón 1425
Walter Udrizard,5 estrellas,Hace un año,Muy rico el helado!!,Colón 1425
Gastón Rivadera,5 estrellas,Hace 7 años,Buena atención y muy buena calidad de helado,Colón 1425
Francisco Andres,4 estrellas,Hace un año,"Que ambiente, para disfrutar de un 🍦 helado…",Colón 1425
Mg Mg,5 estrellas,Hace un año,Uno de los mejores lugares de Córdoba. Los trabajadores son muy amables. Gran lugar.,Colón 1425
Paloma Calero,5 estrellas,Hace 5 meses,ricooo,Colón 1425
Keijo D. Putt,4 estrellas,Hace 8 años,Prácticamente cualquier cosa que necesites en un acogedor lugar para tomar helados. Me encantó el jardín interior.,Colón 1425
X. Mercurio,4 estrellas,Hace 5 años,Una de las mejores heladerías de la ciudad.,Colón 1425
Maria Pilar Gilardi,4 estrellas,Hace 8 años,"Helado limpio, agradable y de alta calidad.",Colón 1425
Euge Federico,5 estrellas,Hace 7 años,El mejor helado de la ciudad,Colón 1425
Eduardo Héctor Aleua Peñéñory,5 estrellas,Hace 5 años,El mejor helado de crema*,Colón 1425
Vivi Cejas,5 estrellas,Hace 3 años,None,Colón 1425
Andres Peralta,5 estrellas,Hace 6 años,None,Colón 1425
Lucrecia Caviglia,4 estrellas,Hace 2 años,rey rico quien,Colón 1425
victoria celayes,5 estrellas,Hace 6 años,None,Colón 1425
HUMBERTO FRANCISCO BUSTOS,5 estrellas,Hace 6 años,None,Colón 1425
Edgar Molina,5 estrellas,Hace 6 años,¡Excelente!,Colón 1425
Stefania Graff,5 estrellas,Hace 3 años,Ricoooo,Colón 1425
Ramona Caceres,5 estrellas,Hace 5 años,Jssss buenidimo,Colón 1425
Eugenio Cantinero,4 estrellas,Hace 8 años,Yendo,Colón 1425
Nicholas Meddins,4 estrellas,Hace un año,👍👍…,Colón 1425
Sebastian Quiñonez,5 estrellas,Hace 6 años,ver,Colón 1425
VICTOR HUGO CABRERA,4 estrellas,Hace 5 años,muy dulce,Colón 1425
Diego Vergara,4 estrellas,Hace 5 años,De acuerdo,Colón 1425
María Susana Mayol,5 estrellas,Hace 5 años,ricooo,Colón 1425
Mauro Montoya,5 estrellas,Hace 7 años,Ricaso,Colón 1425
Martin Bazán,2 estrellas,Hace 5 años,Al,Colón 1425
Issam Jalboukh,5 estrellas,Hace 5 años,rico,Colón 1425
JAVIERANA MUSICA,5 estrellas,Hace 4 años,None,Colón 1425
paulina vazquez,5 estrellas,Hace 2 años,riquisimoooo,Colón 1425
Sofía Saleh,5 estrellas,Hace 6 años,Rikaso,Colón 1425
Oscar Ignacio Gervasoni,5 estrellas,Hace 6 días,None,Colón 1425
María Emilia Dussel,5 estrellas,una semana atrás,None,Colón 1425
gustavo adolfo Silva,5 estrellas,Hace un mes,None,Colón 1425
Pao G,5 estrellas,Hace un mes,None,Colón 1425
Claudio Ferrero,5 estrellas,Hace un mes,None,Colón 1425
Sofía Carranza,5 estrellas,Hace 2 meses,None,Colón 1425
Juan Pablo Del Riego,4 estrellas,Hace 2 meses,None,Colón 1425
acb distribuidor,5 estrellas,Hace 2 meses,None,Colón 1425
Florencia Mora,5 estrellas,Hace 2 meses,None,Colón 1425
Carla Benavidez,5 estrellas,Hace 3 meses,None,Colón 1425
Marcia Riveros,5 estrellas,Hace 3 meses,None,Colón 1425
Laura Rodríguez,5 estrellas,Hace 3 meses,None,Colón 1425
ING JOSÉ LUNA,5 estrellas,Hace 3 meses,None,Colón 1425
Vane Arriola,5 estrellas,Hace 3 meses,None,Colón 1425
Joaco Nardon,5 estrellas,Hace 3 meses,None,Colón 1425
Oder Marengo,5 estrellas,Hace 3 meses,None,Colón 1425
Genesis Rodriguez,5 estrellas,Hace 4 meses,None,Colón 1425
Matilde Tolosa,5 estrellas,Hace 4 meses,None,Colón 1425
paola alejandra romero,5 estrellas,Hace 4 meses,None,Colón 1425
Maria Eugenia Gervasoni,4 estrellas,Hace 4 meses,None,Colón 1425
juan muñoz,5 estrellas,Hace 4 meses,None,Colón 1425
Marianela Filippo,4 estrellas,Hace 4 meses,None,Colón 1425
graciela jostal,5 estrellas,Hace 4 meses,None,Colón 1425
Patricia Kessler,4 estrellas,Hace 4 meses,None,Colón 1425
Mariano Andres,5 estrellas,Hace 5 meses,None,Colón 1425
Carmen Ledesma,5 estrellas,Hace 5 meses,None,Colón 1425
Paulo Gusmano,5 estrellas,Hace 5 meses,None,Colón 1425
Juan Eduardo,5 estrellas,Hace 5 meses,None,Colón 1425
Ruben Antonio Jugo,5 estrellas,Hace 5 meses,None,Colón 1425
Melina Gonzalez,4 estrellas,Hace 5 meses,None,Colón 1425
Gabriel p,5 estrellas,Hace 6 meses,None,Colón 1425
son lo mejor Lappata,5 estrellas,Hace 6 meses,None,Colón 1425
pablo romero,5 estrellas,Hace 6 meses,None,Colón 1425
Luciana,4 estrellas,Hace 6 meses,None,Colón 1425
Gabriel Alejandro Martoglio,5 estrellas,Hace 6 meses,None,Colón 1425
martin oddo,5 estrellas,Hace 7 meses,None,Colón 1425
Dr. Carlos M. Arguello,5 estrellas,Hace 7 meses,None,Colón 1425
guille aybar,3 estrellas,Hace 7 meses,None,Colón 1425
Mariano Javier Valle Bernabé “flemantico”,5 estrellas,Hace 8 meses,None,Colón 1425
G L U N A Obras y Servicios,4 estrellas,Hace 8 meses,None,Colón 1425
Angel Edmira,4 estrellas,Hace 8 meses,None,Colón 1425
lucia rivarola,5 estrellas,Hace 8 meses,None,Colón 1425
Pato Pisetta,4 estrellas,Hace 8 meses,None,Colón 1425
Griselda Boscatto,5 estrellas,Hace 8 meses,None,Colón 1425
Pablo Márquez Armas,5 estrellas,Hace 9 meses,None,Colón 1425
Elena Reynoso,4 estrellas,Hace 10 meses,None,Colón 1425
Yamila Peralta,4 estrellas,Hace 10 meses,None,Colón 1425
Silvia Esther Villalba,5 estrellas,Hace 10 meses,None,Colón 1425
Giuliana Vanina Morales,4 estrellas,Hace 10 meses,None,Colón 1425
Claudia Coria,5 estrellas,Hace 10 meses,None,Colón 1425
valeria nievas,5 estrellas,Hace 11 meses,None,Colón 1425
Nelson Jose Perez Benitez,5 estrellas,Hace 11 meses,None,Colón 1425
Rober Arrieta,5 estrellas,Hace 11 meses,None,Colón 1425
Ariel Fellay,5 estrellas,Hace 11 meses,None,Colón 1425
Nahuel Zwonko,5 estrellas,Hace 11 meses,None,Colón 1425
Clarisa Marek,5 estrellas,Hace 11 meses,None,Colón 1425
Emilia Ortiz,5 estrellas,Hace 11 meses,None,Colón 1425
Pablo Guzman,5 estrellas,Hace 11 meses,None,Colón 1425
Fabiana Zabala,4 estrellas,Hace 11 meses,None,Colón 1425
Giovana Liberatori,4 estrellas,Hace 11 meses,None,Colón 1425
Erika Javiela Bayon,5 estrellas,Hace 11 meses,None,Colón 1425
Agustin Cartago,5 estrellas,Hace un año,None,Colón 1425
Dan Troc,5 estrellas,Hace un año,None,Colón 1425
Virginia Heredia,5 estrellas,Hace un año,None,Colón 1425
Ana Paula Balle,5 estrellas,Hace un año,None,Colón 1425
Dahiana Gomez,5 estrellas,Hace un año,None,Colón 1425
Enzo Hug,5 estrellas,Hace un año,None,Colón 1425
jesus orlando balbiani,1 estrella,Hace un año,None,Colón 1425
Lucila Gigena,5 estrellas,Hace un año,None,Colón 1425
Marcos Pereira,5 estrellas,Hace un año,None,Colón 1425
Alan Prost,3 estrellas,Hace un año,None,Colón 1425
Susana Arguello,5 estrellas,Hace un año,None,Colón 1425
Luis Camargo,5 estrellas,Hace un año,None,Colón 1425
Hernan Airasca,5 estrellas,Hace un año,None,Colón 1425
Rafael Dauria,5 estrellas,Hace un año,None,Colón 1425
Anahi Narcisi,5 estrellas,Hace un año,None,Colón 1425
Cristhian Cinat,5 estrellas,Hace un año,None,Colón 1425
Guille Pachelo,2 estrellas,Hace un año,None,Colón 1425
maria ines hughes,5 estrellas,Hace un año,None,Colón 1425
Livia Aghemo,3 estrellas,Hace un año,None,Colón 1425
Maia Daghetta,5 estrellas,Hace un año,None,Colón 1425
Fabiana Piña,5 estrellas,Hace un año,None,Colón 1425
Hugo Luis Márquez Garcia,5 estrellas,Hace un año,None,Colón 1425
Pablo Sebastian Lah,4 estrellas,Hace un año,None,Colón 1425
Daniel Araujo de Andrade,5 estrellas,Hace un año,None,Colón 1425
FELIX MONTENEGRO,3 estrellas,Hace un año,None,Colón 1425
Patri Df,2 estrellas,Hace un año,None,Colón 1425
Brenda cc,4 estrellas,Hace un año,None,Colón 1425
Ismael Hernán Eyras,3 estrellas,Hace un año,None,Colón 1425
HERNAN AREVALO,5 estrellas,Hace un año,None,Colón 1425
Sonia Alejandra Castro,5 estrellas,Hace un año,None,Colón 1425
Claudia Escobar,4 estrellas,Hace un año,None,Colón 1425
Jere Maldonado,5 estrellas,Hace un año,None,Colón 1425
daniel alejandro chiozza,5 estrellas,Hace un año,None,Colón 1425
Hans Gudemos,5 estrellas,Hace un año,None,Colón 1425
Santino,5 estrellas,Hace un año,None,Colón 1425
Natalia Rojas,4 estrellas,Hace un año,None,Colón 1425
Edgar Doering,4 estrellas,Hace un año,None,Colón 1425
V Romero Quiroga,5 estrellas,Hace un año,None,Colón 1425
Carla Briceño,5 estrellas,Hace un año,None,Colón 1425
Nico Abrile,5 estrellas,Hace un año,None,Colón 1425
Hector Cristiani,5 estrellas,Hace un año,None,Colón 1425
Romina Toledo,5 estrellas,Hace un año,None,Colón 1425
Maria Fernanda Segura,5 estrellas,Hace un año,None,Colón 1425
Damian Cocha,5 estrellas,Hace un año,None,Colón 1425
lu baez,5 estrellas,Hace un año,None,Colón 1425
María Paula Oga,5 estrellas,Hace un año,None,Colón 1425
mari m,5 estrellas,Hace un año,None,Colón 1425
Made Herrera Oliver,5 estrellas,Hace un año,None,Colón 1425
Vane Andrea,5 estrellas,Hace un año,None,Colón 1425
Milagros Perez Corso (Mily),3 estrellas,Hace un año,None,Colón 1425
Trinidad Olmedo,2 estrellas,Hace un año,None,Colón 1425
Gaston Ariel Piña,5 estrellas,Hace un año,None,Colón 1425
jaime amilcar hernandez,5 estrellas,Hace un año,None,Colón 1425
virginia mascareno,5 estrellas,Hace un año,None,Colón 1425
Rita del valle Venier,5 estrellas,Hace un año,None,Colón 1425
Pili Nieva,5 estrellas,Hace un año,None,Colón 1425
sandra vazquez,5 estrellas,Hace un año,None,Colón 1425
Esteban De Gaetano,4 estrellas,Hace un año,None,Colón 1425
Julia Olmedo,5 estrellas,Hace un año,None,Colón 1425
Jose Yona,5 estrellas,Hace un año,None,Colón 1425
Laura Escudero,5 estrellas,Hace un año,None,Colón 1425
Marta Beatriz Blasco,5 estrellas,Hace un año,None,Colón 1425
patricia Carnero,5 estrellas,Hace un año,None,Colón 1425
federico rivadero,3 estrellas,Hace un año,None,Colón 1425
miguel zalazar,5 estrellas,Hace un año,None,Colón 1425
Noelia Covello,5 estrellas,Hace un año,None,Colón 1425
esteban godoy,5 estrellas,Hace un año,None,Colón 1425
maximiliano ezequiel alvarez,5 estrellas,Hace un año,None,Colón 1425
Gabriel Armando Sgarella,4 estrellas,Hace un año,None,Colón 1425
liliana Pranzoni,5 estrellas,Hace un año,None,Colón 1425
Claudio Simonetti,5 estrellas,Hace un año,None,Colón 1425
Mariano Parente,5 estrellas,Hace un año,None,Colón 1425
leonardo heredia,5 estrellas,Hace un año,None,Colón 1425
Carolina Sosa Padilla,5 estrellas,Hace un año,None,Colón 1425
Martin Campos,5 estrellas,Hace un año,None,Colón 1425
Gustavo Andres Guillermon,5 estrellas,Hace un año,None,Colón 1425
Carla Almanza,4 estrellas,Hace un año,None,Colón 1425
Paola Solanille,5 estrellas,Hace un año,None,Colón 1425
Clavero Clavero,5 estrellas,Hace un año,None,Colón 1425
Noralucia Lopez,5 estrellas,Hace un año,None,Colón 1425
Miguel Rencini,5 estrellas,Hace un año,None,Colón 1425
william juarez,5 estrellas,Hace 2 años,None,Colón 1425
Liz Aparicio,5 estrellas,Hace 2 años,None,Colón 1425
Silvina Brandana,5 estrellas,Hace 2 años,None,Colón 1425
Abel Arena,5 estrellas,Hace 2 años,None,Colón 1425
Ivana Suarez,5 estrellas,Hace 2 años,None,Colón 1425
Agustín Castillo,4 estrellas,Hace 2 años,None,Colón 1425
Mariano Martin,4 estrellas,Hace 2 años,None,Colón 1425
Alejandra Chiabrando,5 estrellas,Hace 2 años,None,Colón 1425
Verónica Cuello,5 estrellas,Hace 3 años,None,Colón 1425
Andrea Celeste Pucci,5 estrellas,Hace 3 años,None,Colón 1425
nadia bogarin,5 estrellas,Hace 3 años,None,Colón 1425
Diego Fernando Bustos,3 estrellas,Hace 2 meses,"Tranqui, la atención no fue de la mejor a pesar de querer ponerle onda.
El helado no me pareció excelente, he probado mejores, creo que han bajado la calidad… y han subido los precios. No condice precio-producto.",Av. Maipú 120
